56 a 31.000000 92.138837 47.000000 73.403514 2067.230285 2752.124334 1378.102333
172 b 33.000000 96.372895 39.000000 89.114984 2096.222546 20080.779517 1563.660804
337 X 29.000000 90.080686 53.000000 68.456709 2313.446606 1017.929230 1355.693898
510 c 34.000000 78.027378 46.000000 72.575358 2225.011835 1123.853788 1283.826868
647 d 30.000000 96.897981 45.000000 82.592117 2163.478032 1838.589300 1464.633602
1839 d 27.000000 96.991020 41.000000 86.358383 2165.949855 2307.991355 1295.209057
1871 X 15.000000 82.973177 72.000000 20.665677 NaN 2057.143576 384.757599
1935 c 34.000000 77.013620 42.000000 74.705884 2232.737222 1124.028773 1339.484138
2681 a 29.000000 92.133691 45.000000 74.791843 2050.491486 2298.989436 1218.517993
3225 c 33.000000 77.781231 55.000000 64.820413 2243.903324 1040.241015 1250.613158
3337 d 31.000000 95.957548 44.000000 88.327874 2146.444175 17612.820837 1428.961322
3444 e 30.000000 92.718007 45.000000 78.607714 2070.213240 1842.915628 1304.143898
3593 f 29.000000 92.003901 44.000000 75.240462 2044.624847 2100.795067 1197.699109
3691 X 10.000000 52.208835 52.000000 66.521023 NaN 1392.268372 71.634874
4127 d 29.000000 97.826415 44.000000 82.701695 2160.545100 2308.433435 1411.917020
4303 g 32.000000 91.100053 47.000000 76.981273 2092.999244 1018.036010 1394.030126
4406 b 32.000000 97.377744 41.000000 89.525981 2162.803712 17557.252156 1551.362604
4963 X 14.000000 58.096812 55.000000 65.325332 2249.335565 1557.427225 199.138982
5120 h 31.000000 89.139934 56.000000 64.128104 2193.814465 1208.956232 1341.513948
5236 g 25.000000 85.394439 47.000000 73.429898 2073.700269 2887.005862 865.231009
5366 b 32.000000 98.462432 45.000000 88.152240 2179.369753 17301.563190 1553.745958
57 X 11.000000 52.054131 51.000000 71.736565 NaN 941.214451 86.345688
524 h 28.000000 88.682569 52.000000 70.405541 2220.452028 1072.261518 1193.745661
691 g 36.000000 89.956145 48.000000 75.830649 2200.276796 1295.552579 1718.784617
980 d 29.000000 97.025040 44.000000 84.347470 2196.405991 2183.055157 1414.412749
1106 c 33.000000 77.875274 44.000000 72.282419 2247.100977 979.566243 1252.368459
1231 X 11.000000 51.394755 51.000000 70.950573 NaN 906.031526 NaN
2477 c 33.000000 77.882043 44.000000 76.474625 2266.040645 983.620723 1314.927347
2606 b 32.000000 96.772579 45.000000 89.191436 2190.714862 19285.270036 1494.350255
3218 d 27.000000 96.837094 43.000000 84.407363 2165.563869 1858.614975 1277.886919
3431 g 32.000000 91.039723 42.000000 84.897158 2195.519114 1434.320387 1448.864964
3561 b 35.000000 98.519421 41.000000 89.488563 2195.036632 19727.666880 1779.662131
3673 X 10.000000 54.461023 68.000000 34.482280 NaN 1236.002528 81.204474
3731 c 33.000000 76.989993 45.000000 73.595181 2228.477265 1059.686670 1229.747006
3766 X 10.000000 39.666394 57.000000 57.239486 NaN 1113.922062 37.169139
3967 X 15.000000 76.823445 53.000000 70.519598 2090.249885 3150.254651 301.092125
4014 g 30.000000 90.424552 40.000000 80.822759 2029.004477 2956.046349 1217.838649
4208 b 35.000000 98.830736 44.000000 89.324565 2209.488089 20327.217626 1782.162569
4341 h 31.000000 89.319229 49.000000 79.202376 2221.939953 1122.351998 1328.988891
4556 d 30.000000 98.100668 46.000000 84.521368 2205.841609 3245.914294 1476.085341
4751 b 33.000000 98.035553 43.000000 88.456317 2204.418914 21077.853375 1597.838576
4912 d 30.000000 98.164084 46.000000 83.944139 2168.926933 2654.293857 1437.068146
5089 X 33.000000 89.166050 65.000000 36.585278 NaN 1519.892743 1266.223690
5514 X 32.000000 99.007889 42.000000 87.336769 2213.298312 3396.684793 1584.429683
5614 e 30.000000 94.939753 44.000000 79.453527 2041.255483 1552.971647 1324.794143
88 c 33.000000 77.982516 47.000000 72.532842 2275.944528 1154.783957 1247.408394
211 X 20.000000 68.346535 56.000000 44.445045 NaN 4037.096050 268.682934
388 X 31.000000 91.902152 45.000000 78.249975 2047.303186 2450.231708 1332.047639
634 b 34.000000 98.894574 43.000000 88.996589 2209.787577 22845.512866 1709.455565
802 d 30.000000 99.008531 47.000000 81.553439 2197.692955 2890.688214 1551.390610
1086 e 33.000000 93.763649 52.000000 71.659285 2142.407075 2094.616638 1454.720639
1294 d 29.000000 98.099869 47.000000 82.520676 2208.888351 3451.493400 1410.284271
1470 b 33.000000 98.115929 42.000000 90.162631 2248.971977 23529.536588 1599.325013
1609 X 14.000000 89.101584 62.000000 57.358568 NaN 1741.918265 NaN
1720 d 31.000000 98.003598 49.000000 80.847842 NaN 3258.184210 NaN
1981 b 33.000000 99.145347 40.000000 89.538517 2219.823995 22407.687600 1601.042700
2351 d 28.000000 97.071942 43.000000 87.177074 2212.541070 2618.638968 1368.664092
2515 X 29.000000 85.515508 60.000000 66.046298 NaN 1935.395735 NaN
2633 b 35.000000 99.548969 44.000000 88.888183 2212.496750 22120.632650 1802.252497
2743 X 27.000000 97.920151 49.000000 73.353201 2189.405778 2983.986938 1400.263417
2794 g 31.000000 86.159747 69.000000 33.527787 NaN 2975.339898 NaN
2906 f 30.000000 92.181664 40.000000 77.476819 2063.064988 2454.086992 1302.591339
3083 X 16.000000 80.962078 41.000000 85.149493 2133.252469 2319.914455 361.695107
3278 d 28.000000 97.193012 50.000000 76.929677 NaN 3661.536441 NaN
3470 b 34.000000 98.054055 45.000000 86.717534 2234.903765 22264.723440 1642.263619
3595 e 34.000000 93.019845 40.000000 89.549563 2063.007066 1747.125067 1609.843037
3725 f 30.000000 92.028641 39.000000 85.534444 2059.863495 2731.739870 1273.728086
3827 d 33.000000 99.063414 49.000000 79.466202 2218.511454 2457.213154 1756.362252
4012 g 15.000000 71.940178 55.000000 69.816421 2252.937554 2972.036764 237.133656
4295 d 30.000000 98.972629 42.000000 86.519499 2201.316955 2921.856367 1456.861548
4471 e 30.000000 92.698683 44.000000 81.881764 2082.309882 1752.606048 1354.357771
4628 b 34.000000 98.971734 43.000000 91.748078 2250.142279 17658.999588 1705.202141
4960 X 9.000000 43.768634 56.000000 58.887606 NaN 4273.389835 91.923108
5141 j 30.000000 99.634462 44.000000 90.369494 2013.221807 9615.733659 1294.950196
5332 b 33.000000 99.123208 43.000000 91.414046 2242.426658 18173.967388 1618.690370
5452 X 10.000000 51.437129 61.000000 30.243191 NaN 1542.472385 NaN
5544 g 33.000000 91.004470 48.000000 75.264140 2215.887901 1913.181688 1528.515456
63 a 23.000000 82.908672 54.000000 65.182195 2099.095408 2814.140512 773.146882
305 c 26.000000 75.937929 49.000000 68.445048 2266.180729 1144.051584 931.516992
571 X 30.000000 98.790485 47.000000 83.427167 2223.631970 2702.380215 1453.091021
693 j 29.000000 100.383489 45.000000 88.595755 2081.803037 9569.857870 1309.503985
845 b 33.000000 99.003389 41.000000 90.523039 2229.307038 18147.660111 1653.265030
1017 X 11.000000 49.424455 53.000000 70.935171 NaN 1485.826932 82.489829
1182 a 28.000000 92.095552 53.000000 65.608945 2104.049905 3017.379844 1227.613943
1213 X 13.000000 74.446549 50.000000 78.568665 2353.113958 3250.132465 251.987698
1471 g 32.000000 90.691997 52.000000 70.876689 2181.487645 3105.289557 1415.037450
1514 X 31.000000 99.069320 46.000000 82.658380 2220.974723 3571.374483 1528.041475
1782 X 12.000000 83.838168 47.000000 76.008903 NaN 2376.443468 NaN
1983 j 31.000000 100.213186 45.000000 82.249979 2105.821418 9699.801707 1428.927830
2179 b 34.000000 99.079360 43.000000 90.151720 2233.353790 18312.982518 1706.599553
2406 e 37.000000 90.309354 43.000000 83.987798 2082.839002 2762.112254 1745.760517
2431 X 16.000000 63.561672 56.000000 72.691147 2006.324550 2877.114309 26.087011
2547 d 30.000000 99.037268 42.000000 93.667874 2218.690724 2645.746370 1522.024015
2713 j 30.000000 100.304706 41.000000 92.455712 2149.878669 9365.169938 1419.412634
2924 b 33.000000 98.333580 40.000000 90.769563 2257.470869 18331.689710 1657.530807
3164 g 32.000000 89.891827 54.000000 62.916176 2222.531568 3647.502603 1467.140038
3203 X 36.000000 99.020046 70.000000 19.878453 NaN 4006.576173 1625.325912
3324 a 30.000000 92.916087 47.000000 72.221551 2071.210089 2481.886498 1263.280723
3376 X 37.000000 94.106668 46.000000 77.870539 1785.233884 2540.543941 1243.335217
3426 X 14.000000 88.442575 57.000000 48.745389 NaN 1694.159174 351.443064
3545 j 30.000000 99.356432 47.000000 78.387733 2110.007133 9333.165831 1365.806028
3720 b 33.000000 98.504282 40.000000 93.084693 2251.137169 18192.159587 1652.611147
3998 X 14.000000 48.530009 53.000000 69.762074 NaN 1883.304245 142.923430
