4149 X 10.000000 55.135547 60.000000 39.791264 NaN 3305.986047 52.943079
4200 X 31.000000 99.132082 49.000000 82.365189 2214.863864 2854.048382 1463.964386
4320 e 31.000000 94.151135 40.000000 83.582978 2074.486583 1803.031001 1421.233275
4447 b 33.000000 98.058985 40.000000 91.061899 2267.425332 19211.480541 1600.542789
4593 j 30.000000 100.190859 46.000000 80.025871 2105.104767 11452.145759 1392.264059
4728 a 29.000000 92.943202 50.000000 66.401576 NaN 2575.424399 1223.070067
4773 X 9.000000 56.509815 56.000000 44.495409 NaN 2836.135289 115.906416
4894 X 34.000000 99.088492 49.000000 82.860860 NaN 3360.711848 NaN
5132 b 36.000000 98.071128 43.000000 87.847284 2263.797741 18183.892739 1818.784805
5292 j 33.000000 100.190607 43.000000 85.441933 2117.970033 11976.874815 1560.026971
5436 g 32.000000 90.941069 46.000000 78.569751 2218.314453 2368.263525 1443.111785
5479 X 12.000000 64.700614 48.000000 73.293260 2274.713756 2461.848962 120.433227
5623 a 29.000000 92.954155 45.000000 76.052082 2063.308821 2245.886669 1211.605609
53 X 33.000000 99.100932 50.000000 81.334740 2245.652523 2846.244025 1585.432647
185 X 30.000000 92.671617 54.000000 68.480261 2093.376888 2727.589769 1319.887646
291 X 13.000000 76.799516 53.000000 70.771293 2119.247838 2286.783491 181.787233
338 g 32.000000 91.044587 47.000000 77.385679 2232.290086 2820.734893 1485.672255
492 j 30.000000 99.203078 44.000000 87.234947 2133.614263 9492.312484 1387.705203
661 a 30.000000 92.937279 48.000000 72.542998 2063.729257 2424.990082 1239.787849
886 X 30.000000 88.970718 52.000000 59.930539 NaN 2599.011566 1065.109606
1291 b 34.000000 98.573477 40.000000 86.699522 2215.673872 19727.642788 1725.154498
1546 a 30.000000 92.287835 42.000000 80.601536 2066.788093 2433.204157 1284.491759
1710 g 31.000000 89.566757 60.000000 47.069888 NaN 819.661354 NaN
1889 j 34.000000 100.059192 45.000000 85.064472 2153.207219 10498.901961 1746.982651
2100 g 32.000000 89.912501 46.000000 80.485525 2216.495035 2395.052335 1405.503972
2252 d 30.000000 98.056391 57.000000 64.948942 2213.725624 2349.937106 1501.831657
2439 X 10.000000 36.618562 54.000000 65.318103 NaN 1695.024493 22.031239
2560 b 33.000000 98.147146 40.000000 90.705217 2225.410556 19322.169254 1602.485373
2707 X 14.000000 77.656261 40.000000 83.206940 2200.253006 1339.590519 335.747297
2837 j 33.000000 99.986819 41.000000 92.369068 2159.377512 10362.976233 1676.560596
3103 c 32.000000 77.870777 49.000000 74.527317 2290.352482 1421.577415 1255.397294
3200 X 11.000000 86.416182 52.000000 70.811181 NaN 1745.313381 NaN
3255 X 34.000000 93.148762 51.000000 77.409565 NaN 2020.173902 NaN
3315 X 11.000000 53.126392 51.000000 77.931187 NaN 1807.597208 NaN
3345 g 33.000000 90.712772 49.000000 75.979187 2224.445976 2082.889814 1414.035255
3587 a 18.000000 78.204686 47.000000 73.002542 2050.308248 2266.904292 426.686852
3758 b 33.000000 98.316710 41.000000 90.909184 2198.902758 18399.043344 1603.451351
3926 e 30.000000 93.865327 44.000000 84.201161 2186.390376 2274.995038 1402.157531
3976 X 29.000000 90.107004 49.000000 77.202970 2067.563256 2667.734165 1102.455895
4177 j 35.000000 99.901547 53.000000 70.505853 2173.919607 10196.040289 1778.812347
4366 X 18.000000 71.333497 49.000000 74.162396 2290.222364 1392.026648 432.893665
4587 g 35.000000 89.998423 47.000000 77.992242 2198.594052 2039.950807 1621.227857
4876 a 30.000000 92.022047 46.000000 74.522928 2057.860063 2344.833718 1254.999280
5073 c 34.000000 77.019146 53.000000 65.903075 2289.567039 1364.595614 1335.674643
5154 e 30.000000 92.762819 42.000000 83.702070 2100.001190 1962.105481 1312.498969
5305 j 31.000000 99.055574 42.000000 92.155431 2169.110272 9845.660233 1490.681352
5395 d 33.000000 98.004492 45.000000 86.512885 2174.854332 3063.386057 1556.046244
5515 b 31.000000 96.157009 40.000000 89.830242 2224.549423 17798.549779 1471.689234
