56 a 10434.201764 9536.973619 1583.500000 78.000000 2750.734118
172 b 10626.504895 10007.609259 1475.000000 82.000000 20075.373115
510 c 9370.960000 10125.657638 1553.000000 64.000000 1122.757121
647 d 11183.800220 10931.218905 1602.000000 83.000000 1837.399067
1839 d 11571.485152 10897.948903 1408.000000 83.000000 2306.078429
1935 c 9352.817989 9714.425821 1299.000000 62.000000 1120.692015
2681 a 10393.640511 9205.053349 1492.000000 78.000000 2296.099293
3225 c 9203.178691 10445.903374 1328.000000 63.000000 1039.325219
3337 d 11034.990033 10316.175298 450.000000 73.000000 17604.351450
3444 e 10443.317862 10029.933687 832.000000 71.000000 1841.069136
3593 f 10452.177036 9177.062848 1319.000000 77.000000 2098.325008
4127 d 11351.898946 10453.739851 1540.000000 84.000000 2306.755096
4303 g 10251.850180 9152.654549 1452.000000 76.000000 1014.982839
4406 b 11100.112756 10452.660939 1706.000000 84.000000 17541.838810
5120 h 10226.122032 10164.764662 1394.000000 74.000000 1205.682257
5236 g 11083.381959 9335.242249 622.000000 79.000000 2880.626501
5366 b 10909.482989 11424.117396 1528.000000 83.000000 17298.104199
524 h 10469.328891 10140.617766 1317.000000 74.000000 1071.051465
691 g 10287.761157 10153.034644 1866.000000 76.000000 1293.422346
980 d 11429.053070 10628.343247 1537.000000 83.000000 2180.491097
1106 c 9075.821683 10324.702030 1319.000000 63.000000 977.824491
2477 c 9634.464996 9680.569305 1324.000000 62.000000 982.359524
2606 b 10703.294122 11703.048524 1802.000000 85.000000 19280.790085
3218 d 11537.367108 10200.690029 1555.000000 83.000000 1851.406512
3431 g 10304.235305 10070.359348 1573.000000 77.000000 1432.157845
3561 b 10966.783756 10659.501902 1693.000000 85.000000 19722.595083
3731 c 9150.917273 10413.472010 1251.000000 62.000000 1055.652091
4014 g 10395.002181 10135.298904 1205.000000 74.000000 2952.764818
4208 b 10981.735379 10770.282925 1606.000000 85.000000 20319.908175
4341 h 10194.334057 10121.103908 1604.000000 75.000000 1119.695947
4556 d 11345.072490 9937.379593 1608.000000 84.000000 3244.829997
4751 b 10899.936037 10671.439728 1750.000000 84.000000 21065.999584
4912 d 11606.832697 10189.445088 1509.000000 83.000000 2643.471767
5614 e 10616.148064 9824.940223 1532.000000 80.000000 1549.997442
88 c 9185.332407 10253.694128 1375.000000 64.000000 1150.774240
388 Y 10328.476185 9491.697966 1456.000000 78.000000 2448.398103
634 b 11000.227818 11874.752515 1863.000000 85.000000 22840.747794
802 d 11814.272138 10294.410792 1688.000000 85.000000 2885.769811
1086 e 10474.058043 10034.616562 1175.000000 75.000000 2085.373234
1294 d 11719.564292 10018.023355 1616.000000 84.000000 3445.436304
1470 b 10923.236137 11018.333973 1669.000000 85.000000 23511.838592
1720 d 12108.376575 9225.127171 1593.000000 84.000000 3253.436617
1981 b 10881.726530 10792.015765 1752.000000 85.000000 22397.706375
2351 d 11630.575528 10336.704917 1573.500000 84.000000 2611.497827
2633 b 10948.819085 10527.790561 1971.000000 86.000000 22117.537003
2794 g 10215.364932 12090.869210 1273.000000 72.000000 2967.897580
2906 f 10774.304480 8505.831725 1510.000000 78.000000 2446.687703
3278 d 11621.464283 10373.997961 1621.000000 84.000000 3658.941044
3470 b 10635.459258 12164.284409 1553.000000 81.000000 22260.511331
3595 e 10619.447938 10136.125374 1358.000000 78.000000 1743.025173
3725 f 10571.027180 10159.974527 1404.000000 78.000000 2729.889303
3827 d 11771.963489 10149.532364 1559.000000 84.000000 2448.655923
4012 g 10620.953545 10137.647198 1452.500000 74.000000 2969.862213
4295 d 11425.633576 10415.837241 1527.285714 84.000000 2918.621566
4471 e 10610.411667 10176.188391 1550.000000 79.000000 1749.801603
4628 b 10954.745441 10746.267060 1617.000000 82.000000 17653.837319
5141 j 10649.297200 9867.959883 1340.000000 84.000000 9604.301499
5332 b 10954.052817 11786.646246 1688.000000 84.000000 18168.722005
5544 g 10433.780901 10275.576652 1611.000000 76.000000 1911.425137
63 a 10381.148119 9640.050206 1447.000000 78.000000 2811.361025
305 c 9489.606381 10067.807041 915.000000 61.000000 1142.255350
693 j 10799.550606 10659.704290 1346.000000 86.000000 9566.296791
845 b 11047.032716 10807.363456 1560.000000 82.000000 18141.005273
1182 a 10996.019620 9456.061550 1352.000000 78.000000 3012.922879
1471 g 10316.627912 9920.215207 1631.000000 77.000000 3101.893554
1983 j 10872.642230 10379.593716 1587.000000 86.000000 9696.486320
2179 b 11021.279525 10726.912066 1870.000000 85.000000 18307.466310
2406 e 10691.976036 10081.636122 1668.000000 79.000000 2756.798128
2547 d 11759.261839 10312.915419 1646.000000 85.000000 2638.357837
2713 j 10968.936078 10899.790972 1451.000000 85.000000 9360.744076
2924 b 11125.510563 11839.985411 1814.000000 85.000000 18327.108890
3164 g 10691.778679 9941.334642 1385.000000 74.000000 3643.679145
3324 a 10146.952636 9664.678936 1309.000000 78.000000 2479.938565
3545 j 11448.139557 10987.942380 1501.000000 86.000000 9326.115180
3720 b 11078.293455 11732.886691 1481.000000 80.000000 18186.255838
4320 e 10539.624070 9966.461686 1313.000000 78.000000 1797.699418
4447 b 10833.498626 11446.970693 1918.000000 85.000000 19200.620475
4593 j 10961.954364 10223.397502 1532.000000 86.000000 11446.864595
