56 a 31.000000 92.138837 47.000000 73.403514 628.261867 602.751135 577.702954 542.441015 496.502907 442.374039 NaN NaN NaN 2750.734118 1378.102333
172 b 33.000000 96.372895 39.000000 89.114984 NaN 607.234640 579.469882 548.013515 515.308647 459.821531 381.519244 NaN NaN 20075.373115 1563.660804
510 c 34.000000 78.027378 46.000000 72.575358 675.742652 645.581141 616.822481 585.993874 540.374424 439.668926 NaN NaN NaN 1122.757121 1283.826868
647 d 30.000000 96.897981 45.000000 82.592117 651.276584 624.680258 596.761910 567.960037 532.841234 476.224146 405.350371 NaN NaN 1837.399067 1464.633602
1839 d 27.000000 96.991020 41.000000 86.358383 NaN 623.316865 600.173156 568.690220 532.830234 487.266755 412.806144 NaN NaN 2306.078429 1295.209057
1935 c 34.000000 77.013620 42.000000 74.705884 682.291864 651.998726 621.892824 586.866873 536.522904 435.915170 NaN NaN NaN 1120.692015 1339.484138
2681 a 29.000000 92.133691 45.000000 74.791843 621.154474 598.212388 572.823014 537.721483 492.663687 431.638410 NaN NaN NaN 2296.099293 1218.517993
3225 c 33.000000 77.781231 55.000000 64.820413 687.471754 653.435800 621.721677 588.948313 544.761283 NaN NaN NaN NaN 1039.325219 1250.613158
3337 d 31.000000 95.957548 44.000000 88.327874 NaN 618.211270 593.532695 562.357182 529.776070 477.773604 403.813021 NaN NaN 17604.351450 1428.961322
3444 e 30.000000 92.718007 45.000000 78.607714 616.640649 589.716885 567.275697 545.615308 519.298942 474.794049 NaN NaN NaN 1841.069136 1304.143898
3593 f 29.000000 92.003901 44.000000 75.240462 NaN 596.690403 571.334847 538.461795 488.809863 431.997951 NaN NaN NaN 2098.325008 1197.699109
4127 d 29.000000 97.826415 44.000000 82.701695 646.604975 622.723482 598.094991 565.464104 532.715636 485.915740 410.536155 NaN NaN 2306.755096 1411.917020
4303 g 32.000000 91.100053 47.000000 76.981273 630.223945 605.035897 579.499472 549.407317 512.781639 456.684104 NaN NaN NaN 1014.982839 1394.030126
4406 b 32.000000 97.377744 41.000000 89.525981 640.399141 620.047442 598.739619 567.452324 535.339952 486.091426 408.254905 NaN NaN 17541.838810 1551.362604
5120 h 31.000000 89.139934 56.000000 64.128104 655.589129 630.521066 606.866235 575.793772 541.661670 NaN NaN NaN NaN 1205.682257 1341.513948
5236 g 25.000000 85.394439 47.000000 73.429898 626.731770 594.100576 569.942073 546.666841 515.239351 443.319352 NaN NaN NaN 2880.626501 865.231009
5366 b 32.000000 98.462432 45.000000 88.152240 648.059084 624.554357 602.097682 573.088364 539.608374 488.080654 415.952679 NaN NaN 17298.104199 1553.745958
524 h 28.000000 88.682569 52.000000 70.405541 665.292600 638.356357 614.625064 584.400257 546.237878 490.470648 NaN NaN NaN 1071.051465 1193.745661
691 g 36.000000 89.956145 48.000000 75.830649 NaN 632.052461 608.420282 580.750359 540.704595 487.340155 NaN NaN NaN 1293.422346 1718.784617
980 d 29.000000 97.025040 44.000000 84.347470 657.348292 633.658549 607.299263 574.716049 541.753799 490.159113 412.158450 NaN NaN 2180.491097 1414.412749
1106 c 33.000000 77.875274 44.000000 72.282419 679.008548 654.100961 625.656031 590.163215 542.753841 429.751495 NaN NaN NaN 977.824491 1252.368459
2477 c 33.000000 77.882043 44.000000 76.474625 681.394506 657.100625 629.627592 596.010419 549.941860 481.016735 NaN NaN NaN 982.359524 1314.927347
2606 b 32.000000 96.772579 45.000000 89.191436 NaN 627.464577 603.746509 576.345988 543.955308 487.290712 412.155829 NaN NaN 19280.790085 1494.350255
3218 d 27.000000 96.837094 43.000000 84.407363 650.958164 627.041191 597.708637 564.110397 535.212409 488.983430 416.916635 NaN NaN 1851.406512 1277.886919
3431 g 32.000000 91.039723 42.000000 84.897158 651.944623 627.692449 606.094456 581.688661 541.675447 481.022967 368.675177 NaN NaN 1432.157845 1448.864964
3561 b 35.000000 98.519421 41.000000 89.488563 654.450988 632.120041 605.869784 574.212811 543.682113 492.253676 419.664172 NaN NaN 19722.595083 1779.662131
3731 c 33.000000 76.989993 45.000000 73.595181 677.659443 648.224930 617.858576 584.530932 541.642561 441.053638 NaN NaN NaN 1055.652091 1229.747006
4014 g 30.000000 90.424552 40.000000 80.822759 NaN 586.806504 561.208042 533.086989 496.893988 448.072824 343.097770 NaN NaN 2952.764818 1217.838649
4208 b 35.000000 98.830736 44.000000 89.324565 657.708369 633.501967 609.551304 581.335281 547.216694 497.081911 421.450933 NaN NaN 20319.908175 1782.162569
4341 h 31.000000 89.319229 49.000000 79.202376 660.812117 638.567597 616.070525 586.073495 544.796148 485.339022 NaN NaN NaN 1119.695947 1328.988891
4556 d 30.000000 98.100668 46.000000 84.521368 NaN 628.131455 606.438312 582.653662 550.496314 502.761919 427.193962 NaN NaN 3244.829997 1476.085341
4751 b 33.000000 98.035553 43.000000 88.456317 654.705306 631.631248 608.049189 579.287664 547.200363 493.414957 420.144578 NaN NaN 21065.999584 1597.838576
4912 d 30.000000 98.164084 46.000000 83.944139 NaN 621.026643 598.839209 570.421943 537.821585 494.245214 421.284243 NaN NaN 2643.471767 1437.068146
5614 e 30.000000 94.939753 44.000000 79.453527 635.915409 590.037427 561.142124 534.137183 505.266197 463.168234 NaN NaN NaN 1549.997442 1324.794143
88 c 33.000000 77.982516 47.000000 72.532842 689.805020 660.891695 631.379118 597.654859 553.386990 437.285035 NaN NaN NaN 1150.774240 1247.408394
388 Y 31.000000 91.902152 45.000000 78.249975 NaN 597.751052 570.419039 536.403089 493.319061 432.912246 NaN NaN NaN 2448.398103 1332.047639
634 b 34.000000 98.894574 43.000000 88.996589 657.821909 634.707599 610.579145 580.389959 546.288644 495.958366 414.586782 NaN NaN 22840.747794 1709.455565
802 d 30.000000 99.008531 47.000000 81.553439 654.384723 629.486852 605.204215 577.853456 546.412218 491.234833 421.889066 NaN NaN 2885.769811 1551.390610
1086 e 33.000000 93.763649 52.000000 71.659285 NaN 644.723220 581.805110 550.762159 520.057514 470.010508 NaN NaN NaN 2085.373234 1454.720639
1294 d 29.000000 98.099869 47.000000 82.520676 NaN 631.810045 608.178300 580.233560 550.620267 507.006399 429.265845 NaN NaN 3445.436304 1410.284271
