1470 b 33.000000 98.115929 42.000000 90.162631 669.200422 644.405754 620.615165 590.197220 558.689506 504.665107 418.732315 292.235585 NaN 23511.838592 1599.325013
1720 d 31.000000 98.003598 49.000000 80.847842 NaN NaN 609.357478 582.201451 546.524870 499.762169 422.314368 NaN NaN 3253.436617 NaN
1981 b 33.000000 99.145347 40.000000 89.538517 661.646844 637.099369 612.386380 581.675133 551.379888 500.648555 420.590039 NaN NaN 22397.706375 1601.042700
2351 d 28.000000 97.071942 43.000000 87.177074 NaN 635.182570 610.009096 579.608397 549.892175 504.942132 432.140876 NaN NaN 2611.497827 1368.664092
2633 b 35.000000 99.548969 44.000000 88.888183 NaN 636.257145 610.967745 580.638992 546.963976 491.741099 418.218102 NaN NaN 22117.537003 1802.252497
2794 g 31.000000 86.159747 69.000000 33.527787 NaN NaN NaN NaN NaN NaN NaN NaN NaN 2967.897580 NaN
2906 f 30.000000 92.181664 40.000000 77.476819 626.418766 599.811843 574.658801 543.225993 497.457216 435.666952 NaN NaN NaN 2446.687703 1302.591339
3278 d 28.000000 97.193012 50.000000 76.929677 NaN NaN 606.996872 567.536114 533.160645 473.985203 NaN NaN NaN 3658.941044 NaN
3470 b 34.000000 98.054055 45.000000 86.717534 NaN 641.241094 617.239750 587.084432 553.366297 501.515795 429.654532 NaN NaN 22260.511331 1642.263619
3595 e 34.000000 93.019845 40.000000 89.549563 NaN 595.198393 567.441365 541.263833 510.260347 471.981709 386.910336 NaN NaN 1743.025173 1609.843037
3725 f 30.000000 92.028641 39.000000 85.534444 NaN 598.444911 574.509645 542.081127 496.610637 431.404395 338.369467 NaN NaN 2729.889303 1273.728086
3827 d 33.000000 99.063414 49.000000 79.466202 NaN 632.395227 611.681188 584.633050 552.638592 510.714292 NaN NaN NaN 2448.655923 1756.362252
4012 g 15.000000 71.940178 55.000000 69.816421 NaN 644.965039 619.596117 595.164962 558.730504 NaN NaN NaN NaN 2969.862213 237.133656
4295 d 30.000000 98.972629 42.000000 86.519499 NaN 633.552693 607.961464 578.742746 542.586278 496.436574 422.831230 NaN NaN 2918.621566 1456.861548
4471 e 30.000000 92.698683 44.000000 81.881764 646.861639 598.417464 576.704900 547.319698 512.699850 478.322883 403.088913 NaN NaN 1749.801603 1354.357771
4628 b 34.000000 98.971734 43.000000 91.748078 667.413608 645.667566 621.130987 591.269211 557.250658 501.391673 424.581999 319.037565 NaN 17653.837319 1705.202141
5141 j 30.000000 99.634462 44.000000 90.369494 NaN 581.129765 558.556678 530.025385 491.512065 441.750811 388.623962 288.893453 NaN 9604.301499 1294.950196
5332 b 33.000000 99.123208 43.000000 91.414046 NaN 644.479859 618.486903 588.698622 555.279977 498.050797 423.653418 318.976975 NaN 18168.722005 1618.690370
5544 g 33.000000 91.004470 48.000000 75.264140 663.369195 636.726533 611.072988 584.149058 546.739101 491.186756 NaN NaN NaN 1911.425137 1528.515456
63 a 23.000000 82.908672 54.000000 65.182195 627.654947 607.142058 585.764729 553.103712 507.617848 NaN NaN NaN NaN 2811.361025 773.146882
305 c 26.000000 75.937929 49.000000 68.445048 680.648299 656.058282 630.859606 597.238604 549.041034 NaN NaN NaN NaN 1142.255350 931.516992
693 j 29.000000 100.383489 45.000000 88.595755 620.902796 597.935764 573.377875 548.170147 515.191675 465.085590 401.740759 NaN NaN 9566.296791 1309.503985
845 b 33.000000 99.003389 41.000000 90.523039 664.307521 639.118158 615.214775 586.428905 552.150432 500.875977 424.831671 311.757814 NaN 18141.005273 1653.265030
1182 a 28.000000 92.095552 53.000000 65.608945 NaN 608.414124 581.116914 550.440901 518.252667 NaN NaN NaN NaN 3012.922879 1227.613943
1471 g 32.000000 90.691997 52.000000 70.876689 NaN 632.996512 607.502375 578.071748 523.289270 472.128678 NaN NaN NaN 3101.893554 1415.037450
1983 j 31.000000 100.213186 45.000000 82.249979 NaN 606.542577 583.347163 554.687344 516.079876 468.976142 407.954069 NaN NaN 9696.486320 1428.927830
2179 b 34.000000 99.079360 43.000000 90.151720 NaN 642.322639 618.066772 586.249596 550.708058 498.368313 423.131435 329.589749 NaN 18307.466310 1706.599553
2406 e 37.000000 90.309354 43.000000 83.987798 618.957802 597.315974 575.241624 548.296731 514.921688 472.459749 394.742923 NaN NaN 2756.798128 1745.760517
2547 d 30.000000 99.037268 42.000000 93.667874 NaN 636.571786 612.126346 582.289948 550.445795 503.654995 433.320254 344.687275 NaN 2638.357837 1522.024015
2713 j 30.000000 100.304706 41.000000 92.455712 673.025970 642.639229 585.231322 556.735855 520.909029 474.068420 403.455660 291.945653 NaN 9360.744076 1419.412634
2924 b 33.000000 98.333580 40.000000 90.769563 671.982441 648.585328 623.029334 593.797252 557.790477 504.557586 429.937405 309.317403 NaN 18327.108890 1657.530807
3164 g 32.000000 89.891827 54.000000 62.916176 676.575888 649.937173 623.160243 587.957085 525.278851 NaN NaN NaN NaN 3643.679145 1467.140038
3324 a 30.000000 92.916087 47.000000 72.221551 NaN 602.270545 578.852928 545.572657 497.087768 436.874540 NaN NaN NaN 2479.938565 1263.280723
3545 j 30.000000 99.356432 47.000000 78.387733 629.435801 605.959747 583.131657 554.927735 520.933920 475.139449 NaN NaN NaN 9326.115180 1365.806028
3720 b 33.000000 98.504282 40.000000 93.084693 668.659984 646.542476 623.726282 591.206066 555.007708 502.421703 428.805549 295.393663 NaN 18186.255838 1652.611147
4320 e 31.000000 94.151135 40.000000 83.582978 NaN 594.580042 572.500480 546.419834 513.247140 472.503900 385.054005 NaN NaN 1797.699418 1421.233275
4447 b 33.000000 98.058985 40.000000 91.061899 NaN 649.717383 627.330788 596.803016 560.185260 503.769627 429.887613 290.818156 NaN 19200.620475 1600.542789
4593 j 30.000000 100.190859 46.000000 80.025871 625.899138 604.965856 582.430026 552.528729 519.721677 474.548017 400.556237 NaN NaN 11446.864595 1392.264059
4728 a 29.000000 92.943202 50.000000 66.401576 NaN NaN 578.795467 543.073486 496.636394 NaN NaN NaN NaN 2572.044346 1223.070067
5132 b 36.000000 98.071128 43.000000 87.847284 671.929401 649.458282 626.566019 594.490024 559.532246 503.255218 426.764923 NaN NaN 18179.957246 1818.784805
5292 j 33.000000 100.190607 43.000000 85.441933 634.175871 610.713195 586.733301 556.450572 519.569836 471.869728 402.557178 NaN NaN 11974.686570 1560.026971
5436 g 32.000000 90.941069 46.000000 78.569751 NaN 634.096170 613.346360 589.127287 545.309427 480.443843 NaN NaN NaN 2365.495476 1443.111785
5623 a 29.000000 92.954155 45.000000 76.052082 627.924403 602.798417 576.569427 540.447927 495.371741 436.525077 NaN NaN NaN 2243.956376 1211.605609
338 g 32.000000 91.044587 47.000000 77.385679 663.301596 638.392437 616.208580 591.793482 550.341074 488.357900 NaN NaN NaN 2816.205296 1485.672255
492 j 30.000000 99.203078 44.000000 87.234947 635.822730 611.878061 588.969665 561.928664 527.474114 478.834387 409.075680 NaN NaN 9486.185447 1387.705203
661 a 30.000000 92.937279 48.000000 72.542998 625.780749 601.872749 578.487575 542.274786 493.186559 432.301080 NaN NaN NaN 2423.133124 1239.787849
1291 b 34.000000 98.573477 40.000000 86.699522 662.770047 636.667655 611.973153 581.720240 547.852479 497.287254 423.101762 NaN NaN 19724.653037 1725.154498
1546 a 30.000000 92.287835 42.000000 80.601536 NaN 599.851392 576.624129 544.197528 498.181586 443.336072 341.529207 NaN NaN 2432.030977 1284.491759
1710 g 31.000000 89.566757 60.000000 47.069888 NaN NaN 581.113595 NaN NaN NaN NaN NaN NaN 818.777183 NaN
1889 j 34.000000 100.059192 45.000000 85.064472 NaN 617.647318 594.083479 565.771457 533.642414 488.690851 414.993948 NaN NaN 10489.644523 1746.982651
2100 g 32.000000 89.912501 46.000000 80.485525 NaN 634.960900 610.489042 586.221531 547.805015 489.677310 375.764239 NaN NaN 2393.199974 1405.503972
2252 d 30.000000 98.056391 57.000000 64.948942 NaN 633.381185 609.990920 582.573782 550.140070 NaN NaN NaN NaN 2344.952436 1501.831657
2560 b 33.000000 98.147146 40.000000 90.705217 NaN 639.173437 613.283943 584.980014 551.275046 496.119645 421.980832 295.798603 NaN 19320.259624 1602.485373
2837 j 33.000000 99.986819 41.000000 92.369068 642.832270 619.974935 596.498625 567.220426 534.100883 489.169335 414.234222 291.683752 NaN 10356.409990 1676.560596
3103 c 32.000000 77.870777 49.000000 74.527317 690.244645 664.644580 638.162332 601.725471 554.556571 464.287125 NaN NaN NaN 1419.274928 1255.397294
3345 g 33.000000 90.712772 49.000000 75.979187 664.310018 639.370309 615.250918 587.110406 546.328052 485.080624 NaN NaN NaN 2079.501871 1414.035255
3587 a 18.000000 78.204686 47.000000 73.002542 623.758104 597.166970 573.103548 539.306535 491.725836 429.416109 NaN NaN NaN 2266.505284 426.686852
3758 b 33.000000 98.316710 41.000000 90.909184 NaN 632.460587 606.838049 577.150016 543.742285 491.292090 407.955329 286.554565 NaN 18395.168993 1603.451351
3926 e 30.000000 93.865327 44.000000 84.201161 NaN 627.128740 600.613692 576.717564 542.459267 473.125071 385.124454 NaN NaN 2273.256954 1402.157531
3976 X 29.000000 90.107004 49.000000 77.202970 620.565706 595.416512 570.864849 543.075022 509.915849 468.188294 NaN NaN NaN 2663.404899 1102.455895
4177 j 35.000000 99.901547 53.000000 70.505853 644.638227 622.819337 600.646582 572.111732 537.965239 489.071627 NaN NaN NaN 10187.974758 1778.812347
4587 g 35.000000 89.998423 47.000000 77.992242 NaN 631.771373 608.115982 579.713113 540.620660 482.916798 NaN NaN NaN 2038.623526 1621.227857
4876 a 30.000000 92.022047 46.000000 74.522928 627.752474 600.280340 574.130138 539.501809 495.270954 439.015985 NaN NaN NaN 2341.703644 1254.999280
5073 c 34.000000 77.019146 53.000000 65.903075 689.976137 660.966938 634.548229 604.056596 558.539827 NaN NaN NaN NaN 1363.521857 1335.674643
5154 e 30.000000 92.762819 42.000000 83.702070 629.419490 602.328787 578.819347 552.393963 520.488423 480.289323 391.709256 NaN NaN 1959.025417 1312.498969
5305 j 31.000000 99.055574 42.000000 92.155431 NaN 623.593746 598.212069 569.475066 536.921054 485.808856 408.886361 305.382330 NaN 9836.048257 1490.681352
5395 d 33.000000 98.004492 45.000000 86.512885 651.765429 622.717744 598.977196 571.448189 541.153342 490.514289 406.595125 NaN NaN 3055.567751 1556.046244
5515 b 31.000000 96.157009 40.000000 89.830242 660.031681 639.025499 615.974288 583.828074 549.061781 495.372557 409.256928 NaN NaN 17791.449718 1471.689234
